Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
35.0,Female,60.8,1.64,161.0,127.0,74.0,1:34,1132.0,Yoga,20.7,3.7,3.0,Advanced,19.54
26.0,Female,64.7,1.75,172.0,157.0,52.0,1:21,1193.0,Yoga,23.5,1.6,3.0,Intermediate,18.21
24.0,Female,58.5,1.87,183.0,128.0,74.0,1:21,1034.0,HIIT,24.8,3.3,4.0,Beginner,24.49
31.0,Female,49.1,1.7,162.0,167.0,63.0,1:06,891.0,Strength,23.5,2.9,3.0,Beginner,15.73
39.0,Female,67.8,1.59,164.0,158.0,74.0,1:38,1374.0,Strength,25.9,2.6,5.0,Intermediate,25.0
18.0,Male,71.5,1.69,186.0,124.0,60.0,1:31,763.0,Yoga,16.9,2.5,2.0,Beginner,15.8
50.0,Male,41.1,1.51,169.0,152.0,63.0,2:00,1069.0,Strength,24.9,1.5,4.0,Intermediate,31.59
28.0,Male,73.2,1.76,171.0,159.0,61.0,1:12,973.0,HIIT,26.4,2.0,4.0,Beginner,12.32
41.0,Female,117.7,1.67,189.0,123.0,58.0,2:00,1243.0,Yoga,26.2,3.2,2.0,Beginner,17.26
31.0,Male,63.8,1.74,199.0,140.0,55.0,1:30,741.0,HIIT,28.1,1.6,3.0,Intermediate,25.22
18.0,Male,52.0,1.66,199.0,137.0,74.0,2:00,1314.0,Cardio,26.7,3.3,3.0,Beginner,20.41
25.0,Female,73.3,1.5,185.0,169.0,67.0,1:22,433.0,Strength,30.6,1.5,4.0,Beginner,22.55
18.0,Male,50.0,1.83,163.0,140.0,64.0,1:24,969.0,Yoga,19.0,1.9,3.0,Intermediate,14.29
34.0,Male,90.0,1.74,194.0,167.0,57.0,1:21,764.0,Cardio,25.0,2.6,4.0,Intermediate,13.77
39.0,Male,109.6,1.84,199.0,152.0,74.0,1:16,790.0,HIIT,26.7,3.5,2.0,Intermediate,19.77
18.0,Male,43.5,1.77,161.0,136.0,57.0,2:00,452.0,Cardio,24.4,3.3,5.0,Beginner,21.96
20.0,Male,115.4,1.73,187.0,154.0,63.0,1:07,878.0,Yoga,30.7,3.5,3.0,Beginner,27.02
22.0,Male,47.4,1.91,161.0,164.0,73.0,2:00,1206.0,Cardio,26.6,3.5,5.0,Advanced,15.36
18.0,Male,54.6,1.66,189.0,142.0,64.0,1:11,523.0,HIIT,34.7,2.6,2.0,Beginner,18.88
26.0,Female,71.2,2.0,169.0,159.0,52.0,1:25,749.0,Strength,29.8,3.5,4.0,Intermediate,27.16
53.0,Female,46.4,1.7,169.0,120.0,72.0,1:29,1415.0,Yoga,21.9,3.4,4.0,Intermediate,14.08
18.0,Female,69.9,1.78,160.0,143.0,74.0,2:00,930.0,HIIT,19.6,2.0,3.0,Advanced,12.32
20.0,Male,64.9,1.69,187.0,128.0,54.0,0:40,1303.0,Cardio,10.0,3.3,4.0,Advanced,14.87
43.0,Female,47.6,1.65,198.0,140.0,61.0,2:00,692.0,Cardio,22.0,3.5,3.0,Intermediate,22.14
51.0,Female,72.2,1.91,184.0,140.0,70.0,1:23,960.0,HIIT,21.0,1.5,3.0,Intermediate,17.41
54.0,Female,79.8,1.94,163.0,120.0,63.0,1:31,827.0,Yoga,25.3,3.3,4.0,Intermediate,12.32
23.0,Female,52.4,1.86,166.0,130.0,59.0,1:31,880.0,Yoga,21.6,1.5,4.0,Intermediate,12.32
34.0,Female,88.8,1.56,198.0,160.0,53.0,1:10,1086.0,Cardio,32.6,3.4,4.0,Intermediate,30.43
29.0,Female,101.5,1.9,175.0,165.0,74.0,1:27,1128.0,Yoga,26.3,2.7,2.0,Beginner,25.74
18.0,Male,40.0,1.72,195.0,137.0,52.0,2:00,1783.0,Cardio,18.6,1.5,4.0,Beginner,12.77
24.0,Male,40.0,2.0,173.0,126.0,50.0,1:06,1783.0,Cardio,31.9,1.6,3.0,Beginner,34.62
41.0,Female,66.2,1.83,196.0,126.0,74.0,1:36,993.0,Yoga,20.2,2.5,5.0,Beginner,24.37
30.0,Female,119.6,1.72,191.0,150.0,74.0,1:46,1006.0,Yoga,13.1,2.2,4.0,Advanced,13.32
38.0,Male,40.0,1.5,172.0,169.0,59.0,1:31,1107.0,HIIT,24.9,2.8,3.0,Beginner,36.707499999999996
18.0,Male,82.3,1.74,198.0,155.0,55.0,1:22,1368.0,Strength,26.0,3.3,2.0,Advanced,17.15
34.0,Male,53.0,1.92,199.0,134.0,68.0,1:07,790.0,Strength,19.8,3.5,4.0,Advanced,16.18
56.0,Female,45.7,1.96,192.0,153.0,71.0,2:00,868.0,Yoga,11.4,2.0,4.0,Intermediate,21.34
18.0,Female,79.6,1.75,168.0,125.0,54.0,1:15,682.0,HIIT,25.1,2.4,3.0,Intermediate,12.32
42.0,Female,105.3,1.67,175.0,143.0,74.0,1:06,1115.0,Strength,25.4,3.3,3.0,Beginner,12.32
31.0,Male,84.5,1.56,194.0,124.0,70.0,1:18,734.0,Strength,23.6,3.3,2.0,Intermediate,21.57
50.0,Male,98.6,1.54,187.0,126.0,57.0,0:43,940.0,Strength,23.5,1.6,3.0,Beginner,12.32
27.0,Male,55.4,1.72,186.0,153.0,74.0,2:00,1281.0,Strength,10.9,2.4,4.0,Intermediate,14.56
41.0,Female,40.0,1.77,168.0,154.0,74.0,1:08,628.0,HIIT,19.9,3.4,5.0,Beginner,24.52
26.0,Female,63.9,1.75,199.0,121.0,72.0,2:00,638.0,HIIT,23.6,3.4,4.0,Intermediate,23.96
31.0,Female,40.0,2.0,192.0,134.0,55.0,1:26,1116.0,Strength,12.0,2.6,2.0,Intermediate,21.2
27.0,Male,91.9,1.5,185.0,154.0,60.0,1:04,825.0,HIIT,28.8,3.2,5.0,Intermediate,21.07
21.0,Male,76.8,1.52,191.0,140.0,66.0,1:04,702.0,Cardio,21.0,3.6,3.0,Intermediate,25.59
47.0,Female,70.7,1.66,195.0,169.0,60.0,1:15,1033.0,Yoga,16.7,3.5,4.0,Intermediate,14.61
33.0,Male,40.0,1.88,196.0,162.0,58.0,1:35,1131.0,Yoga,30.4,2.6,3.0,Beginner,21.91
59.0,Male,40.0,1.56,163.0,167.0,74.0,1:35,722.0,Cardio,23.7,3.2,4.0,Advanced,12.32
43.0,Male,46.8,1.67,178.0,141.0,64.0,1:01,1403.0,Cardio,26.1,3.2,3.0,Beginner,14.13
27.0,Male,100.7,1.75,163.0,166.0,61.0,1:16,1159.0,Cardio,28.1,3.7,3.0,Beginner,12.32
44.0,Female,73.4,1.59,199.0,152.0,72.0,0:56,721.0,Cardio,23.0,2.2,4.0,Beginner,33.25
22.0,Male,63.4,1.83,196.0,169.0,71.0,1:39,466.0,Cardio,28.0,3.4,2.0,Advanced,24.61
19.0,Female,121.99999999999999,1.71,161.0,169.0,56.0,2:00,443.0,Yoga,29.6,2.4,4.0,Intermediate,12.32
24.0,Female,48.3,1.73,193.0,136.0,62.0,1:58,1404.0,Strength,22.0,3.5,3.0,Beginner,13.22
45.0,Female,80.5,1.89,183.0,134.0,74.0,1:01,1311.0,HIIT,24.6,1.9,4.0,Beginner,12.32
18.0,Male,74.6,1.88,177.0,166.0,53.0,2:00,1010.0,Cardio,18.0,2.2,5.0,Beginner,30.5
21.0,Male,66.7,1.93,175.0,166.0,63.0,1:15,949.0,Yoga,27.8,3.4,2.0,Intermediate,13.53
31.0,Female,55.0,1.6,172.0,164.0,53.0,1:51,1361.0,Strength,20.6,3.4,4.0,Beginner,16.04
46.0,Male,65.7,1.75,192.0,135.0,59.0,1:18,881.0,Strength,10.0,2.7,2.0,Beginner,31.78
53.0,Female,84.7,1.61,193.0,158.0,72.0,2:00,478.0,Yoga,25.6,2.4,3.0,Beginner,18.57
18.0,Female,63.4,1.85,191.0,148.0,69.0,0:53,1106.0,Strength,21.4,2.3,5.0,Advanced,15.64
48.0,Female,61.8,1.71,172.0,140.0,62.0,1:22,1266.0,Cardio,28.6,3.6,4.0,Beginner,23.64
25.0,Male,44.2,1.9,174.0,159.0,50.0,1:06,1293.0,Yoga,25.7,2.5,4.0,Intermediate,19.26
18.0,Female,43.1,1.75,183.0,138.0,53.0,1:57,437.0,Cardio,19.1,3.6,2.0,Intermediate,18.14
18.0,Male,92.1,1.59,171.0,150.0,54.0,1:10,968.0,Yoga,21.8,2.4,5.0,Intermediate,25.66
31.0,Male,58.7,1.66,183.0,149.0,74.0,1:08,1368.0,Cardio,23.1,2.3,4.0,Beginner,12.32
59.0,Female,44.5,1.84,183.0,154.0,71.0,1:16,787.0,Cardio,26.5,1.7,2.0,Intermediate,20.22
44.0,Female,84.8,2.0,196.0,155.0,70.0,1:39,1439.0,HIIT,12.1,1.7,2.0,Beginner,14.34
57.0,Female,80.0,1.79,167.0,127.0,54.0,1:00,312.0,Yoga,24.3,2.6,4.0,Intermediate,13.16
20.0,Male,87.1,1.91,186.0,150.0,51.0,1:23,1431.0,Yoga,27.0,2.8,3.0,Advanced,21.51
27.0,Male,56.4,1.76,198.0,129.0,71.0,1:47,488.0,HIIT,22.9,3.3,4.0,Beginner,17.49
32.0,Male,58.4,2.0,179.0,139.0,60.0,1:12,1379.0,Strength,23.3,3.2,4.0,Intermediate,22.61
42.0,Female,68.5,1.75,187.0,167.0,54.0,1:18,708.0,Cardio,15.4,1.6,4.0,Beginner,33.91
55.0,Female,67.1,1.58,199.0,122.0,71.0,1:51,960.0,Strength,21.7,1.5,4.0,Intermediate,28.07
31.0,Female,55.7,1.8,168.0,167.0,64.0,1:31,600.0,HIIT,34.4,2.8,4.0,Advanced,25.27
39.0,Female,63.2,1.74,181.0,157.0,54.0,1:37,900.0,Strength,13.9,2.1,5.0,Beginner,15.32
40.0,Female,64.6,1.55,198.0,133.0,74.0,1:23,303.0,Strength,21.4,1.5,2.0,Intermediate,16.91
26.0,Female,56.7,1.73,168.0,144.0,71.0,0:40,1129.0,Strength,25.5,3.4,3.0,Beginner,19.65
48.0,Male,56.0,1.7,164.0,132.0,50.0,2:00,1148.0,HIIT,26.6,3.1,2.0,Intermediate,19.44
54.0,Female,74.9,1.69,195.0,153.0,62.0,1:06,1389.0,Yoga,14.4,3.1,3.0,Beginner,18.71
18.0,Female,43.0,1.95,163.0,164.0,68.0,2:00,1349.0,Strength,18.5,3.2,2.0,Intermediate,12.32
59.0,Male,70.2,1.77,172.0,124.0,68.0,1:28,1069.0,Cardio,21.4,3.5,4.0,Beginner,36.707499999999996
23.0,Male,96.5,1.8,187.0,155.0,68.0,0:55,1465.0,Yoga,29.3,3.2,3.0,Beginner,12.32
30.0,Male,56.6,2.0,184.0,125.0,52.0,1:17,918.0,Cardio,28.9,3.3,2.0,Beginner,23.89
38.0,Female,40.0,1.88,164.0,154.0,70.0,1:37,1109.0,Yoga,20.7,1.7,2.0,Intermediate,12.64
48.0,Female,81.9,1.8,180.0,165.0,67.0,1:15,1410.0,Cardio,24.0,3.5,4.0,Intermediate,18.28
47.0,Male,121.4,1.61,164.0,155.0,74.0,0:56,934.0,Strength,24.7,2.5,2.0,Beginner,30.03
21.0,Female,70.5,1.84,173.0,127.0,66.0,0:58,1013.0,Cardio,26.7,1.6,5.0,Advanced,25.59
23.0,Female,70.5,1.65,192.0,162.0,50.0,0:37,1186.0,Cardio,27.1,2.6,2.0,Intermediate,20.02
46.0,Male,54.8,1.69,194.0,148.0,74.0,0:31,846.0,Yoga,16.5,3.5,3.0,Advanced,22.85
42.0,Male,72.0,1.9,184.0,147.0,67.0,1:28,1047.0,Yoga,15.6,3.4,3.0,Beginner,24.6
29.0,Male,56.3,1.81,189.0,166.0,65.0,1:23,1066.0,Strength,14.3,2.9,3.0,Beginner,22.34
47.0,Female,51.4,1.88,176.0,125.0,58.0,0:52,1133.0,Yoga,24.0,3.3,3.0,Advanced,14.3
18.0,Male,73.0,1.78,161.0,131.0,50.0,2:00,1319.0,Strength,26.1,1.5,5.0,Beginner,12.32
50.0,Male,87.9,1.68,192.0,151.0,71.0,2:00,494.0,Strength,15.5,3.1,3.0,Advanced,31.28
35.0,Male,53.0,1.67,183.0,128.0,72.0,1:17,682.0,Yoga,21.9,2.2,3.0,Intermediate,16.71
43.0,Female,46.3,1.61,190.0,136.0,69.0,2:00,1185.0,Yoga,21.4,3.5,4.0,Beginner,14.14
53.0,Female,82.9,1.6,170.0,148.0,55.0,1:55,541.0,HIIT,17.8,2.5,3.0,Intermediate,12.33
18.0,Female,71.9,1.54,177.0,120.0,73.0,1:10,817.0,Strength,16.8,2.6,3.0,Beginner,29.64
27.0,Male,41.0,1.82,171.0,138.0,53.0,1:28,1273.0,Cardio,29.1,2.4,4.0,Beginner,12.35
18.0,Male,67.7,1.69,192.0,123.0,57.0,1:26,1445.0,Cardio,26.8,3.1,3.0,Intermediate,21.16
22.0,Female,99.5,1.79,186.0,122.0,56.0,1:26,1783.0,Cardio,27.6,3.5,2.0,Intermediate,23.56
31.0,Female,47.4,1.73,178.0,150.0,57.0,1:38,962.0,Cardio,28.8,2.0,4.0,Advanced,20.91
18.0,Male,71.1,1.84,189.0,127.0,74.0,0:51,1303.0,Strength,15.2,2.8,2.0,Advanced,30.36
22.0,Male,89.8,1.79,179.0,163.0,59.0,2:00,1098.0,Strength,28.2,1.7,3.0,Beginner,12.32
28.0,Female,81.7,1.81,177.0,130.0,50.0,1:26,507.0,Cardio,23.2,1.7,3.0,Beginner,34.26
40.0,Male,40.4,1.68,171.0,130.0,54.0,2:00,527.0,Strength,27.3,3.3,4.0,Advanced,20.47
56.0,Male,40.0,1.63,181.0,133.0,50.0,0:53,1674.0,Yoga,23.4,1.5,3.0,Intermediate,20.75
41.0,Male,40.2,1.76,198.0,135.0,56.0,1:55,964.0,Strength,18.8,3.4,4.0,Beginner,19.02
47.0,Male,49.9,1.74,190.0,120.0,65.0,1:58,406.0,HIIT,29.4,1.5,5.0,Intermediate,16.01
26.0,Male,40.0,1.72,164.0,169.0,58.0,0:53,1198.0,HIIT,17.0,1.6,5.0,Intermediate,20.71
18.0,Male,47.3,1.75,196.0,169.0,56.0,1:19,706.0,Cardio,29.0,1.9,2.0,Intermediate,30.5
19.0,Female,76.6,1.84,188.0,138.0,71.0,1:43,699.0,HIIT,28.3,3.5,4.0,Beginner,19.76
32.0,Female,69.5,1.65,192.0,140.0,52.0,1:42,1163.0,Cardio,29.8,3.5,4.0,Beginner,15.8
46.0,Female,68.6,1.63,177.0,150.0,58.0,2:00,1074.0,Strength,25.8,3.6,3.0,Advanced,19.42
46.0,Male,73.0,2.0,184.0,123.0,64.0,0:54,1159.0,Cardio,10.0,3.4,5.0,Advanced,14.91
52.0,Female,40.8,1.71,181.0,169.0,73.0,1:26,303.0,Yoga,28.3,1.6,3.0,Beginner,18.31
19.0,Male,42.1,1.6,194.0,148.0,73.0,1:16,1305.0,Cardio,12.7,3.3,2.0,Intermediate,16.65
34.0,Male,40.0,1.82,176.0,141.0,66.0,1:20,1709.0,Cardio,24.1,3.0,4.0,Beginner,15.3
18.0,Female,67.1,1.71,174.0,165.0,74.0,1:50,577.0,Strength,27.1,2.7,4.0,Advanced,24.9
29.0,Male,72.1,2.0,166.0,124.0,67.0,2:00,1582.0,Strength,32.7,3.4,3.0,Intermediate,21.75
49.0,Female,62.0,1.87,195.0,125.0,74.0,1:02,842.0,HIIT,20.0,3.5,3.0,Beginner,22.02
21.0,Male,51.9,1.57,170.0,167.0,73.0,1:15,1082.0,Strength,27.5,1.6,3.0,Intermediate,18.89
33.0,Male,92.8,1.59,161.0,150.0,52.0,1:11,1640.0,Cardio,23.8,2.6,3.0,Advanced,15.84
58.0,Female,40.0,1.7,193.0,120.0,52.0,0:59,1178.0,Yoga,21.2,2.5,5.0,Beginner,12.32
36.0,Female,44.9,1.79,166.0,120.0,74.0,1:39,811.0,HIIT,16.2,3.3,3.0,Beginner,29.4
33.0,Male,78.6,1.7,161.0,168.0,65.0,2:00,855.0,Cardio,10.0,3.2,2.0,Beginner,16.53
29.0,Male,53.8,1.66,163.0,133.0,64.0,2:00,1187.0,Strength,34.5,1.5,4.0,Beginner,23.95
44.0,Male,63.3,1.88,189.0,150.0,74.0,1:01,1184.0,Strength,16.5,3.5,4.0,Beginner,13.03
42.0,Female,98.1,1.73,165.0,120.0,69.0,1:31,477.0,Yoga,21.7,1.9,2.0,Intermediate,15.29
32.0,Male,87.2,1.5,193.0,152.0,58.0,1:16,1538.0,Cardio,23.2,2.1,3.0,Advanced,16.29
48.0,Male,51.6,1.8,181.0,161.0,68.0,0:49,1487.0,Cardio,22.5,1.9,4.0,Intermediate,13.29
21.0,Male,69.4,1.85,177.0,153.0,74.0,1:33,879.0,Strength,10.0,2.4,3.0,Intermediate,17.58
38.0,Female,77.4,1.54,169.0,149.0,50.0,2:00,867.0,Strength,29.0,3.6,5.0,Intermediate,13.58
42.0,Female,82.3,1.94,198.0,132.0,57.0,1:27,1050.0,Yoga,10.0,3.2,3.0,Intermediate,20.23
40.0,Female,95.5,1.84,196.0,144.0,68.0,1:56,1568.0,Yoga,26.7,3.7,3.0,Beginner,17.55
19.0,Male,60.7,1.7,183.0,128.0,74.0,1:13,817.0,Strength,20.9,2.8,4.0,Beginner,35.87
34.0,Male,40.0,1.88,188.0,131.0,54.0,1:17,840.0,Cardio,11.9,1.9,3.0,Advanced,18.81
37.0,Female,63.1,1.84,185.0,158.0,56.0,1:18,1248.0,HIIT,31.9,3.5,3.0,Beginner,26.39
51.0,Female,55.7,1.5,188.0,143.0,58.0,1:11,1302.0,HIIT,27.7,2.0,3.0,Beginner,28.28
52.0,Male,53.1,1.55,184.0,167.0,50.0,1:57,1205.0,Strength,14.6,3.5,5.0,Beginner,12.32
52.0,Female,65.8,1.82,168.0,167.0,71.0,1:08,751.0,Strength,17.1,1.5,3.0,Beginner,32.86
35.0,Female,40.4,1.71,176.0,130.0,70.0,1:58,1110.0,HIIT,17.0,3.6,4.0,Advanced,29.32
45.0,Male,40.0,1.75,194.0,120.0,50.0,1:40,1296.0,Yoga,28.8,1.9,3.0,Advanced,26.88
31.0,Male,40.0,2.0,176.0,162.0,69.0,1:26,949.0,Cardio,26.9,3.2,3.0,Intermediate,30.36
27.0,Male,40.0,1.68,166.0,128.0,59.0,1:36,1112.0,Yoga,10.0,2.6,4.0,Intermediate,19.67
18.0,Male,73.0,1.89,172.0,153.0,56.0,1:11,596.0,Cardio,15.6,3.4,5.0,Beginner,17.22
35.0,Female,121.99999999999999,1.65,174.0,156.0,56.0,1:53,1084.0,HIIT,20.4,3.4,5.0,Beginner,15.36
19.0,Female,43.6,1.7,168.0,126.0,55.0,1:25,685.0,HIIT,23.9,1.5,4.0,Advanced,19.35
24.0,Male,54.0,1.71,191.0,169.0,71.0,1:13,730.0,Cardio,29.0,2.7,2.0,Intermediate,15.39
21.0,Female,87.8,1.88,195.0,133.0,74.0,1:57,621.0,HIIT,19.9,3.4,3.0,Advanced,20.22
38.0,Male,82.7,2.0,178.0,138.0,72.0,1:27,1219.0,Yoga,25.8,3.6,4.0,Beginner,24.74
33.0,Male,84.0,1.7,194.0,156.0,73.0,0:30,580.0,Cardio,20.5,2.5,3.0,Advanced,13.38
18.0,Female,58.4,1.87,167.0,168.0,74.0,1:25,1306.0,Cardio,26.9,3.2,2.0,Beginner,17.66
48.0,Male,63.8,1.79,185.0,135.0,71.0,1:41,1242.0,HIIT,29.7,1.5,4.0,Beginner,25.54
45.0,Male,94.6,1.69,178.0,147.0,56.0,1:57,1105.0,Yoga,29.9,1.8,2.0,Intermediate,15.15
21.0,Female,40.0,1.58,165.0,134.0,69.0,1:03,624.0,Strength,29.2,1.7,3.0,Beginner,12.47
59.0,Female,71.1,1.73,184.0,125.0,66.0,1:04,691.0,Cardio,25.2,2.6,2.0,Advanced,34.41
22.0,Female,48.6,1.72,177.0,156.0,70.0,1:23,708.0,Yoga,25.4,3.4,3.0,Beginner,20.42
42.0,Male,57.3,1.73,194.0,153.0,65.0,1:58,1132.0,Strength,22.2,3.2,4.0,Beginner,19.54
36.0,Female,55.9,1.76,181.0,169.0,74.0,1:54,474.0,Strength,18.2,1.5,5.0,Beginner,12.32
41.0,Male,73.2,2.0,179.0,161.0,58.0,1:03,758.0,HIIT,17.6,1.8,2.0,Beginner,18.61
24.0,Female,91.8,1.82,171.0,140.0,52.0,2:00,1065.0,Strength,16.1,2.7,4.0,Intermediate,24.37
55.0,Female,51.9,1.64,171.0,150.0,68.0,1:03,1619.0,Strength,22.8,2.2,5.0,Advanced,25.06
36.0,Male,60.1,1.78,186.0,169.0,51.0,1:27,1108.0,Cardio,35.0,2.0,3.0,Beginner,16.06
18.0,Female,40.0,1.56,196.0,149.0,56.0,0:47,1027.0,Strength,27.6,1.9,2.0,Beginner,12.98
23.0,Female,64.7,2.0,184.0,169.0,55.0,1:27,860.0,Strength,32.4,2.5,5.0,Intermediate,20.45
24.0,Male,73.0,1.61,188.0,131.0,60.0,0:33,864.0,Yoga,27.4,3.6,2.0,Intermediate,12.36
48.0,Female,79.1,1.63,168.0,135.0,53.0,1:08,1302.0,Yoga,35.0,3.3,4.0,Beginner,27.86
47.0,Female,82.2,1.72,174.0,126.0,70.0,1:08,1211.0,Yoga,25.0,3.7,2.0,Advanced,12.4
54.0,Male,40.0,1.79,162.0,162.0,54.0,2:00,444.0,Yoga,16.9,2.3,5.0,Advanced,22.6
33.0,Female,60.7,1.57,179.0,135.0,69.0,1:14,964.0,HIIT,26.0,2.9,3.0,Beginner,15.19
50.0,Female,76.4,1.54,172.0,133.0,71.0,1:18,1311.0,Strength,25.2,2.1,3.0,Beginner,33.64
49.0,Female,95.6,1.67,164.0,134.0,74.0,1:42,466.0,Cardio,26.0,1.8,3.0,Intermediate,14.67
25.0,Female,85.1,1.98,185.0,148.0,58.0,1:17,785.0,Yoga,22.5,3.5,4.0,Beginner,14.37
34.0,Female,72.9,1.71,164.0,122.0,73.0,1:46,432.0,HIIT,27.8,1.5,2.0,Intermediate,20.67
30.0,Female,42.2,1.63,177.0,134.0,74.0,2:00,685.0,Yoga,26.4,3.7,3.0,Intermediate,28.27
49.0,Male,40.0,1.76,193.0,124.0,72.0,1:18,1196.0,Cardio,11.2,2.2,4.0,Intermediate,16.86
18.0,Male,51.8,1.58,164.0,164.0,51.0,0:50,1110.0,Cardio,25.8,3.5,3.0,Advanced,16.04
22.0,Male,64.6,2.0,196.0,137.0,73.0,0:51,704.0,HIIT,21.4,2.5,3.0,Advanced,22.43
54.0,Male,55.2,1.8,168.0,137.0,55.0,2:00,1472.0,HIIT,27.0,3.1,4.0,Intermediate,23.47
49.0,Female,105.3,1.83,165.0,150.0,70.0,1:31,699.0,Strength,31.4,3.7,3.0,Beginner,36.707499999999996
18.0,Male,74.1,1.76,170.0,135.0,62.0,1:14,1214.0,Cardio,13.7,2.5,3.0,Intermediate,13.25
46.0,Female,40.0,1.75,170.0,142.0,63.0,0:57,919.0,Cardio,22.3,2.4,4.0,Intermediate,12.41
18.0,Male,91.1,1.76,197.0,162.0,59.0,1:31,1362.0,Cardio,28.8,3.4,3.0,Beginner,14.34
21.0,Female,49.2,1.64,177.0,164.0,53.0,0:34,1114.0,HIIT,23.3,2.9,3.0,Beginner,23.08
48.0,Female,40.0,1.77,180.0,127.0,54.0,1:28,1460.0,HIIT,27.2,2.4,5.0,Advanced,18.51
48.0,Female,60.0,1.92,165.0,140.0,72.0,2:00,1751.0,HIIT,11.1,1.5,2.0,Intermediate,32.68
44.0,Male,56.1,1.68,191.0,152.0,69.0,1:48,1223.0,Strength,15.4,2.6,4.0,Intermediate,17.28
45.0,Male,59.5,1.61,194.0,121.0,55.0,1:18,741.0,Cardio,24.5,2.0,4.0,Advanced,21.71
58.0,Male,73.5,1.93,175.0,169.0,61.0,1:26,1019.0,HIIT,14.0,2.7,2.0,Intermediate,14.74
18.0,Female,52.1,1.73,183.0,135.0,74.0,1:23,1141.0,Cardio,23.9,3.1,3.0,Beginner,12.32
20.0,Female,104.3,1.79,197.0,158.0,72.0,1:18,933.0,Strength,23.4,3.2,2.0,Advanced,16.4
39.0,Female,65.3,1.61,187.0,141.0,74.0,1:41,1783.0,HIIT,30.3,3.4,3.0,Advanced,21.86
52.0,Male,47.8,1.79,168.0,144.0,68.0,0:57,715.0,Cardio,27.3,2.4,5.0,Advanced,17.21
18.0,Female,51.1,1.83,180.0,130.0,57.0,1:03,939.0,Strength,17.0,3.0,3.0,Intermediate,16.85
34.0,Male,62.5,1.87,185.0,167.0,73.0,0:57,1353.0,Cardio,29.6,2.3,4.0,Beginner,31.91
59.0,Female,57.4,1.56,190.0,156.0,72.0,1:08,813.0,Cardio,18.5,2.7,3.0,Intermediate,25.59
37.0,Male,108.7,1.55,163.0,122.0,68.0,1:11,1104.0,Strength,26.9,1.6,4.0,Intermediate,26.23
41.0,Female,40.0,1.6,164.0,143.0,73.0,1:31,727.0,Yoga,23.5,3.4,5.0,Intermediate,15.53
23.0,Male,90.0,1.58,172.0,164.0,60.0,0:46,682.0,Strength,25.0,3.2,4.0,Beginner,12.32
28.0,Female,91.6,1.68,191.0,128.0,59.0,0:40,1783.0,Yoga,19.1,2.6,2.0,Intermediate,12.48
48.0,Female,84.1,1.69,187.0,136.0,56.0,1:40,758.0,Strength,22.2,2.3,3.0,Advanced,16.11
43.0,Female,57.8,1.57,190.0,142.0,56.0,1:23,698.0,Strength,21.3,1.6,4.0,Beginner,20.73
55.0,Female,100.0,1.63,183.0,155.0,74.0,2:00,1256.0,Cardio,10.5,2.4,3.0,Intermediate,12.32
30.0,Female,61.9,1.55,181.0,150.0,72.0,1:55,1117.0,HIIT,27.1,3.6,3.0,Intermediate,12.32
19.0,Male,58.6,1.64,187.0,135.0,66.0,1:10,1564.0,Yoga,10.0,3.4,3.0,Intermediate,21.91
21.0,Male,80.8,1.8,195.0,137.0,64.0,1:06,1285.0,Cardio,29.8,2.7,3.0,Advanced,21.28
21.0,Female,42.7,1.81,166.0,139.0,71.0,1:25,1044.0,Cardio,26.0,3.2,3.0,Advanced,12.32
29.0,Male,60.9,1.86,191.0,152.0,60.0,1:47,1108.0,Strength,31.5,1.5,4.0,Advanced,36.707499999999996
40.0,Male,78.8,1.7,176.0,169.0,63.0,1:46,1179.0,Strength,21.1,1.9,2.0,Beginner,17.55
37.0,Female,85.3,1.69,162.0,136.0,71.0,1:29,859.0,HIIT,22.8,3.4,4.0,Intermediate,19.95
47.0,Female,84.8,1.58,180.0,157.0,54.0,0:49,940.0,Cardio,26.3,1.9,5.0,Intermediate,17.99
43.0,Male,57.4,1.69,166.0,143.0,66.0,1:08,775.0,Strength,23.7,3.3,3.0,Beginner,13.31
33.0,Male,40.0,1.81,189.0,157.0,71.0,1:19,1298.0,HIIT,20.1,3.4,2.0,Advanced,16.68
33.0,Female,121.99999999999999,1.56,189.0,138.0,73.0,2:00,993.0,Strength,34.0,2.3,3.0,Intermediate,24.54
50.0,Male,55.0,1.5,177.0,120.0,69.0,1:04,715.0,Yoga,27.2,1.7,4.0,Intermediate,26.53
18.0,Male,41.6,1.94,168.0,153.0,57.0,0:51,1068.0,Strength,25.0,3.1,4.0,Beginner,19.74
43.0,Male,56.9,1.68,161.0,154.0,61.0,2:00,742.0,Strength,26.5,2.0,3.0,Beginner,21.48
20.0,Female,84.8,1.74,165.0,151.0,59.0,1:29,717.0,HIIT,24.9,3.4,4.0,Advanced,14.13
24.0,Female,96.9,1.88,181.0,166.0,72.0,1:21,1220.0,Cardio,15.8,3.7,3.0,Intermediate,30.18
24.0,Male,81.2,1.56,182.0,166.0,66.0,1:37,1148.0,Yoga,25.5,2.7,4.0,Advanced,31.34
53.0,Female,70.5,1.9,198.0,146.0,69.0,0:50,766.0,Cardio,31.9,2.9,5.0,Beginner,16.4
